res_tra_registro_tipo,res_tra_razon_social,res_tra_nif,res_tra_direccion_tipo_vial,res_tra_direccion_via_nombre,res_tra_direccion_muni_desc,res_tra_direccion_cod_postal,res_tra_residuo_ler_desc
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,S.A. DE INSTALACIONES ALFAR,A28831683,TRVA,DE TÉLLEZ,Madrid,28007,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PROCEDIMIENTOS DE ASEO URBANO PAU, S.A.",A28833218,CALLE,DE ZURBANO,Madrid,28010,MEZCLAS DE RESIDUOS MUNICIPALES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES SEVILLANO, S.A.",A28833770,CALLE,MADROÑO,San Martín de Valdeiglesias,28680,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"JESUS TALON, S.A.",A28850675,CALLE,DE LOS FUNDIDORES,Getafe,28906,LIMADURAS Y VIRUTAS DE METALES NO FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCTORA DE SERVICIOS PUBLICOS, S.A.",A28861979,CALLE,DE RAMÓN RUBIAL,Getafe,28904,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"NEUMATICOS ALVAREZ, S.A.",A28870368,AVDA,MADRID,San Martín de Valdeiglesias,28680,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES METALICAS GONZALEZ, S.A.",A28890028,CTRA,LOZOYUELA-NAVACERRADA,Rascafría,28740,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SEROMAL, S.A.",A28892339,CALLE,RAMON CAJAL,Alcobendas,28100,RESIDUOS BIODEGRADABLES.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"EVENCIO NIÑO, S.A.",A28894731,CMNO,"SAN MARTIN DE LA VEGA, S/N",Arganda del Rey,28500,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"LIMPIEZAS GREDOS, S.A.",A28895118,CALLE,DE MARTÍNEZ IZQUIERDO,Madrid,28028,RESIDUOS CUYA RECOGIDA Y ELIMINACIÓN ES OBJETO DE REQUISITOS ESPECIALES PARA PREVENIR INFECCIONES.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"FCC AMBITO, S.A.",A28900975,CALLE,DE FEDERICO SALMÓN,Madrid,28016,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MANTENIMOVIL, S.A.",A28904233,AVDA,DE SAN PABLO,Coslada,28820,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"STAG, S.A.",A28907905,CALLE,"LUIS I, NAVE",Madrid,28031,RESIDUOS DE TÓNER DE IMPRESIÓN QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MONICA Y HESTER, S.A.",A28909968,CALLE,LAGUNA,Alcorcón,28923,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TUBLINE IBERICA, S.A.",A28927002,AVDA,DE CAMINO DE LO CORTAO,San Sebastián de los Reyes,28703,HIERRO Y ACERO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VELDIS, S.A.",A28927713,CALLE,PUERTO DE NAVACERRADA,Móstoles,28935,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CEMUSA CORPORACION EUROPEA DE MOBILIARIO URBANO, S.A.",A28928646,CALLE,DE FRANCISCO SANCHA,Madrid,28034,BATERÍAS DE PLOMO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INDUSTRIAS DEL PAPEL HERRANZ, S.A.",A28933893,CALLE,DE TORRES QUEVEDO,Alcobendas,28108,RESIDUOS DE CORTEZA Y MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"PRODUCTOS DISOPOL, S.A.",A28943371,CALLE,LA GRANJA,Alcobendas,28108,RESIDUOS DE PINTURA Y BARNIZ QUE CONTIENEN DISOLVENTES ORGÁNICOS U OTRAS SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MACOSA MANTENIMIENTO, S.A.",A28943892,CALLE,DEL MARQUÉS DE ZAFRA,Madrid,28028,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FONTANERIA, ALBAÑILERIA Y CALEFACCION, S.A.",A28946754,AVDA,DE MADRID,Alcobendas,28100,MATERIALES DE CONSTRUCCIÓN A BASE DE YESO DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 17 08 01.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SANEAMIENTO Y CONSTRUCCION, S.A.",A28949386,PASEO,DE LOS CURAS,Alcalá de Henares,28803,MATERIALES DE CONSTRUCCIÓN A BASE DE YESO DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 17 08 01.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,CONTENEDORES EXTRARRADIOS MADRILEÑOS S.A,A28960201,CALLE,PETUNIA,Humanes de Madrid,28970,RESIDUOS DE COLUMNAS DE REFRIGERACIÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BOLMA, S.A.",A28962538,CMNO,DE AMBROZ,Madrid,28032,LODOS DEL TRATAMIENTO IN SITU DE EFLUENTES DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 06 05 02.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"OVACON OBRAS Y VACIADOS, S.A.",A28963742,CALLE,DE TEMBLEQUE,Madrid,28024,LODOS DE DESTINTADO PROCEDENTES DEL RECICLADO DE PAPEL.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CANNON HYGIENE, S.A.U.",A28966885,CALLE,DEL MAR MEDITERRÁNEO,San Fernando de Henares,28850,SOLUCIONES DE REVELADO Y SOLUCIONES ACTIVADORAS AL AGUA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRABAJOS Y CANALIZACIONES, S.A.",A28967149,CALLE,DE LOS MESEJO,Madrid,28007,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RAMON Y CONCHI, S.A.",A28970614,CALLE,DE LA ILUSTRACIÓN,Getafe,28903,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EMPRESA CONSTRUCTORA EJUCA, S.A.",A28976306,CALLE,GRAN VÍA,Majadahonda,28220,MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"DESTILERIAS REQUIM, S.A.",A28981074,CALLE,VEREDA DE LAS YEGUAS,Arganda del Rey,28500,HIDRÓXIDO POTÁSICO (POTASA) E HIDRÓXIDO SÓDICO (SOSA).
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VIVEROS CASTEJON, S.A.",A28984359,CTRA,BARCELONA,Madrid,28000,MADERA DISTINTA DE LA ESPECIFICADA EN EL CÓDIGO 20 01 37.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VALENTIN MORALEDA, S.A.",A28984615,CMNO,DEL SOTILLO,Mejorada del Campo,28840,LIMADURAS Y VIRUTAS DE METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"OPERADORES LOGISTICOS DEL MEDITERRANEO, S.A.",A30347280,CTRA,"VILLAVERDE VALLECAS, KM.",Madrid,28018,MEDICAMENTOS DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 18 01 08.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VALORIZA CONSERVACION DE INFRAESTRUCTURAS, S.A.",A30627947,PASEO,CASTELLANA,Madrid,28046,ENVASES DE PLÁSTICO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TECNICAS DE DESALINIZACION DE AGUAS, S.A.",A35078682,CALLE,DEL CARDENAL MARCELO SPINOLA,Madrid,28016,LODOS DEL TRATAMIENTO DE AGUAS RESIDUALES URBANAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCTORA SAN JOSE, S.A.",A36006666,RONDA,DE PONIENTE,Tres Cantos,28760,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"SERVICIOS SEMAT, S.A.",A39016464,CALLE,DE ZURBANO,Madrid,28010,BATERÍAS DE PLOMO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,ASCAN EMPRESA CONSTRUCTORA Y DE GESTION SA,A39052824,CALLE,CAMPOSANTO,Paracuellos de Jarama,28860,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ICAD, S.A.",A45215142,AVDA,ISAAC NEWTON,Getafe,28906,RESIDUOS DE TEJIDOS DE VEGETALES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,COMPAÑIA GENERAL DE CONSTRUCCION ABALDO S.A.,A45589595,AVDA,DE EUROPA,Madrid,28023,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"COBRA INSTALACIONES Y SERVICIOS, S.A.",A46146387,CALLE,DEL CARDENAL MARCELO SPINOLA,Madrid,28016,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ACCIONA MEDIO AMBIENTE, S.A.",A46609541,AVDA,DE EUROPA,Alcobendas,28108,MEDICAMENTOS CITOTÓXICOS Y CITOSTÁTICOS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ELECNOR, S.A.",A48027056,CALLE,DEL MARQUÉS DE MONDÉJAR,Madrid,28028,RESIDUOS DE PINTURA Y BARNIZ QUE CONTIENEN DISOLVENTES ORGÁNICOS U OTRAS SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PROFINSA - PRODUCTOS DE OFICINA E INFORMATICA, S.A.",A48170419,CALLE,MANUEL FERRERO,Madrid,28036,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CESPA GESTION DE RESIDUOS, S.A.",A59202861,CALLE,DEL PRÍNCIPE DE VERGARA,Madrid,28002,ESTÉRILES QUE GENERAN ÁCIDO PROCEDENTES DE LA TRANSFORMACIÓN DE SULFUROS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ISS FACILITY SERVICES, S.A.",A61895371,CALLE,DE OBENQUE,Madrid,28042,EQUIPOS DESECHADOS DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 16 02 09 A 16 02 13.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INNOVIA COPTALIA, S.A.",A63001705,CALLE,DE ORENSE,Madrid,28020,RESIDUOS DE LA SILVICULTURA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RAMON VAZQUEZ, S.A.",A78000098,CALLE,DEL MONTE CALOBRO,Madrid,28018,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"API MOVILIDAD, S.A.",A78015880,CALLE,DE FEBRERO,Madrid,28022,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"IBERIS JARDINERIA, S.A.",A78033214,CALLE,VALLE DEL RONCAL,Boadilla del Monte,28660,RESIDUOS DE TEJIDOS DE VEGETALES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DESGUACES LA TORRE, S.A.",A78035987,CTRA,"MADRID-TOLEDO, KM.",Torrejón de la Calzada,28991,VEHÍCULOS AL FINAL DE SU VIDA UTIL QUE NO CONTENGAN LÍQUIDOS NI OTROS COMPONENTES PELIGROSOS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"LICUAS, S.A.",A78066487,CALLE,DE FEDERICO SALMÓN,Madrid,28016,RESIDUOS SÓLIDOS QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"TRANSPORTES  INTERNACIONALES PIPA, S.A.",A78067725,CALLE,PORTUGAL,Mejorada del Campo,28840,COMPONENTES PELIGROSOS RETIRADOS DE EQUIPOS DESECHADOS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"SAFETY KLEEN ESPAÑA, S.A",A78099660,AVDA,DE CASTILLA,San Fernando de Henares,28830,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SASAM, S.A.",A78125333,CTRA,"SAN MARTIN DE VALDEIGLESIAS, KM.",Alcorcón,28922,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ALFONSO ALVAREZ, S.A.",A78135167,CMNO,DE LOS SANTOS,Alcalá de Henares,28805,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GESTIÓN Y TÉCNICAS DEL AGUA, S.A.",A78139755,CALLE,ROSARIO PINO,Madrid,28020,LODOS DE FOSAS SÉPTICAS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RECUPERACION DE METALES HIDALGO, S.A.",A78144375,CALLE,FELIPE ASENJO,Fuenlabrada,28947,SOLUCIONES DE REVELADO CON DISOLVENTES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES MADRID, S.A.",A78145133,PLAZA,DEL VERANO,Madrid,28022,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSERVACION DE EDIFICIOS Y EXTERIORES, S.A.",A78178357,CALLE,DE MATILDE HERNÁNDEZ,Madrid,28019,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GUILLERMO CARDEÑA, S.A.",A78179926,AVDA,LIBERTAD,Navalcarnero,28600,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES LEÓN MUÑOZ, S.A.",A78193406,PLAZA,MAR CARIBE,Coslada,28820,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CRAMBO, S.A.",A78198017,CALLE,TORNEROS,San Fernando de Henares,28830,RESIDUOS DE TINTAS DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 12.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,FABRICACION Y TRANSPORTES DE ARIDOS FUENPEÑA SA,A78225927,AVDA,SISTEMA SOLAR,San Fernando de Henares,28830,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DECON 86, S.A.",A78260429,AVDA,DE SANTA EUGENIA,Madrid,28031,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUPO ABETO SERVICIOS INTEGRADOS, S.A.",A78260544,CALLE,PUERTO DE LOS LEONES,Majadahonda,28220,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"TRANSPORTES HERMANOS IGLESIAS, S.A.",A78267929,CALLE,DE LOS HERREROS,Getafe,28906,RESIDUOS QUE CONTIENEN OTROS METALES PESADOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRASHORRAS HERMANOS, S.A.",A78268471,CALLE,DE ANTONIO VICENT,Madrid,28019,METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACION DE PAPEL GONZALEZ, S.A.",A78296639,CALLE,DE LA ELECTRICIDAD,Leganés,28918,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"FELIX MARTIN SUÑER, S.A.",A78304599,CMNO,DEL VALLE,Arganda del Rey,28500,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS QUE CONTIENEN SUSTANCIAS PELIGROSAS."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONDUCCIONES HIDRAULICAS, S.A.",A78307642,CALLE,NAVALAFUENTE,Colmenar del Arroyo,28213,ENVASES DE PLÁSTICO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INESCO, S.A.",A78315850,CALLE,DEL MARQUÉS DE URQUIJO,Madrid,28008,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,CONSTRUCCIONES ISHER,A78317088,CALLE,DE PINOS ALTA,Madrid,28029,MATERIALES DE CONSTRUCCIÓN A BASE DE YESO DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 17 08 01.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PEREZ Y CASADO, S.A",A78330529,CALLE,DE ORENSE,Madrid,28020,RESIDUOS NO ESPECIFICADOS EN OTRA CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SANITARIOS VALDEMORILLO, S.A.",A78388154,CALLE,PEÑA DE SANTA LUCÍA,Valdemorillo,28210,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES FARMACEUTICOS, S.A.",A78391430,CALLE,DE SAHAGÚN,Alcorcón,28925,MEDICAMENTOS DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 18 01 08.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES SEGOVIA E HIJOS , S.A.",A78394699,CALLE,DE LA COLINA,Madrid,28008,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ARTURO LIDO, S.A.",A78416153,CALLE,DE BOYER,Madrid,28052,ACIDOS DE DECAPADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSGESA, S.A.",A78445889,CALLE,DE LA RONDA,Pinto,28320,RESIDUOS DE PLÁSTICOS (EXCEPTO EMBALAJES).
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"INDUSTRIAS FIEL, S.A.",A78446408,CMNO,VALDEOLIVA,San Agustín del Guadalix,28750,"EQUIPOS DESECHADOS QUE CONTIENEN CLOROFLUOROCARBUROS, HCFC, HFC"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"IRMASOL, S.A.",A78472115,CMNO,DE POZUELO,Alcorcón,28925,"DESECHOS, SEPARADOS MECÁNICAMENTE, DE PASTA ELABORADA A PARTIR DE RESIDUOS DE PAPEL Y CARTÓN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CANALIZACIONES SILCU, S.A.",A78513371,CALLE,DE LUIS I,Madrid,28031,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES MUNE, S.A.",A78514577,CALLE,DE BRAVO MURILLO,Madrid,28020,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RIVERO E HIJOS, S.A.",A78540325,CALLE,MARQUÉS DE LA VALDAVIA,Alcobendas,28100,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DISTRIBUIDORA DE MATERIAL DE OFICINA, S.A.",A78557808,CALLE,YUNQUE,Leganés,28918,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PERFIBESA, S.A.",A78573573,CALLE,ÁNGEL BARAJAS,Pozuelo de Alarcón,28224,LODOS Y RESIDUOS DE PERFORACIONES QUE CONTIENEN AGUA DULCE.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FERTILIZANTES MARTIN, S.A.",A78580446,CALLE,VILLAREJO SALVANES,Getafe,28906,RESIDUOS DE TEJIDOS DE VEGETALES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EMOI, S.A.",A78586567,CALLE,MERCALLÍ,Getafe,28906,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"M.B.A. IBERICA, S.A.",A78600715,CALLE,PORTUGAL,Mejorada del Campo,28840,"DISOLVENTES, LÍQUIDOS DE LIMPIEZA Y LICORES MADRE ORGANO HALOGENADOS."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DESMONTES GARCIA,  S.A.",A78604873,CALLE,DE LA ISLA SUMATRA,Madrid,28034,MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES Y FIRMES, S.A.",A78604881,CALLE,DE LA ISLA SUMATRA,Madrid,28034,MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PAPELES CRUZ, S.A.",A78631686,CALLE,DE HINOJOSA DEL DUQUE,Fuenlabrada,28946,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LARSANZ, S.A.",A78632809,CALLE,HERAS,Pedrezuela,28723,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"MANIPULACION Y RECUPERACION MAREPA, S.A.",A78637907,AVDA,DE SAN MARTÍN DE VALDEIGLESIAS,Alcorcón,28922,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES JIMENEZ MARTIN, S.A",A78646155,CALLE,ERMITA SANTO CRISTO,Canencia,28743,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES Y CONSTRUCCIONES SAMPE, S.A.",A78646163,CALLE,IGLESIA,Gascones,28737,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EMPRESA MARTÍN GRANADOS, S.A.",A78646171,AVDA,DE MADRID,Lozoyuela-Navas-Sieteiglesias,28752,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ALQUILER, CONSTRUCCION Y TRANSPORTES, S.A.",A78675378,AVDA,DE RAMÓN Y CAJAL,Madrid,28016,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERVEIS GENERALS PER MUNICIPIS, S.A.",A78693439,CALLE,DE ZURBANO,Madrid,28010,MEZCLAS DE RESIDUOS MUNICIPALES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES TRES CANTOS, S.A.",A78772068,SECT,FORESTA,Tres Cantos,28760,RESIDUOS DE PLÁSTICO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"URBOPAMA, S.A.U.",A78775913,CALLE,PUERTO DE NAVAFRÍA,Leganés,28914,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"MADEGAN, S.A.",A78781184,CALLE,CEDROS,Serranillos del Valle,28797,RESIDUOS AGROQUÍMICOS QUE CONTIENEN SUSTANCIAS PELIGROSAS.
