municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Nuevo Baztán;2020/04/21 07:00:00;;31,87;26;414,28;1006
Villamantilla;2020/04/21 07:00:00;;0;7;485,77;1757
Villamanta;2020/04/21 07:00:00;;195,69;11;430,53;1744
Cabanillas de la Sierra;2020/04/21 07:00:00;;264,55;9;1190,48;0297
Cenicientos;2020/04/21 07:00:00;6;295,13;19;934,58;0376
Puentes Viejas;2020/04/21 07:00:00;;147,28;;294,55;9020
Aranjuez;2020/04/21 07:00:00;71;119,11;405;679,45;0133
Cercedilla;2020/04/21 07:00:00;29;412,75;91;1295,19;0382
Santorcaz;2020/04/21 07:00:00;;0;7;790,07;1369
Coslada;2020/04/21 07:00:00;160;195,93;737;902,51;0493
Morata de Tajuña;2020/04/21 07:00:00;;65,08;85;1106,34;0915
Robregordo;2020/04/21 07:00:00;;0;;0;1261
Navarredonda y San Mamés;2020/04/21 07:00:00;;775,19;;1550,39;0973
Venturada;2020/04/21 07:00:00;;46,23;;138,7;1697
Navacerrada;2020/04/21 07:00:00;;67,29;13;437,42;0936
Montejo de la Sierra;2020/04/21 07:00:00;;0;;283,29;0881
Fresno de Torote;2020/04/21 07:00:00;;45,02;14;630,35;0571
Pinilla del Valle;2020/04/21 07:00:00;;0;;0;1126
Valdemaqueda;2020/04/21 07:00:00;;128,04;;512,16;1599
Navas del Rey;2020/04/21 07:00:00;;68,54;45;1542,15;0992
Olmeda de las Fuentes;2020/04/21 07:00:00;;0;;862,07;1013
Bustarviejo;2020/04/21 07:00:00;;39,95;;199,76;0284
Becerril de la Sierra;2020/04/21 07:00:00;11;192,51;28;490,02;0186
Fuenlabrada;2020/04/21 07:00:00;226;116,68;1340;691,79;0587
Garganta de los Montes;2020/04/21 07:00:00;;0;;288,18;0626
Pinto;2020/04/21 07:00:00;39;74,25;198;376,96;1132
Alameda del Valle;2020/04/21 07:00:00;;0;;0;0035
Berzosa del Lozoya;2020/04/21 07:00:00;;975,61;;975,61;0203
Los Santos de la Humosa;2020/04/21 07:00:00;;38,61;19;733,59;1375
El Álamo;2020/04/21 07:00:00;25;263,99;57;601,9;0040
Pelayos de la Presa;2020/04/21 07:00:00;;77,04;16;616,33;1090
Galapagar;2020/04/21 07:00:00;72;213,38;188;557,17;0611
Griñón;2020/04/21 07:00:00;19;184,13;76;736,51;0663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/21 07:00:00;;0;;949,37;0632
Aldea del Fresno;2020/04/21 07:00:00;12;422,83;41;1444,68;0088
Carabaña;2020/04/21 07:00:00;;0;12;597,01;0357
Talamanca de Jarama;2020/04/21 07:00:00;8;207,42;24;622,25;1454
Chapinería;2020/04/21 07:00:00;;0;6;257,73;0513
Ciempozuelos;2020/04/21 07:00:00;21;85,39;163;662,82;0409
Ajalvir;2020/04/21 07:00:00;;106,11;12;254,67;0029
San Lorenzo de El Escorial;2020/04/21 07:00:00;44;239,53;101;549,84;1317
Gascones;2020/04/21 07:00:00;;0;;0;0647
San Martín de la Vega;2020/04/21 07:00:00;15;78,25;73;380,8;1322
Móstoles;2020/04/21 07:00:00;465;222,29;1724;824,15;0920
Leganés;2020/04/21 07:00:00;501;263,88;2667;1404,71;0745
Braojos;2020/04/21 07:00:00;;0;;975,61;0246
Cubas de la Sagra;2020/04/21 07:00:00;8;124,75;22;343,05;0506
Algete;2020/04/21 07:00:00;24;116,44;95;460,92;0091
Mejorada del Campo;2020/04/21 07:00:00;29;124,6;163;700,35;0843
Loeches;2020/04/21 07:00:00;;34,13;48;546,01;0758
Parla;2020/04/21 07:00:00;87;66,86;641;492,61;1065
Fuentidueña de Tajo;2020/04/21 07:00:00;;0;16;779,35;0604
Ambite;2020/04/21 07:00:00;;168,92;7;1182,43;0112
Torremocha de Jarama;2020/04/21 07:00:00;;0;8;785,08;1533
Anchuelo;2020/04/21 07:00:00;;78,68;7;550,75;0127
Los Molinos;2020/04/21 07:00:00;10;227,84;42;956,94;0875
Soto del Real;2020/04/21 07:00:00;9;102,28;59;670,53;1441
Valverde de Alcalá;2020/04/21 07:00:00;;0;6;1290,32;1662
Fuente el Saz de Jarama;2020/04/21 07:00:00;12;179,21;25;373,36;0590
Horcajo de la Sierra-Aoslos;2020/04/21 07:00:00;;0;;2068,97;0702
Valdeolmos-Alalpardo;2020/04/21 07:00:00;;48,36;10;241,78;1625
Campo Real;2020/04/21 07:00:00;;32,21;22;354,27;0339
Valdeavero;2020/04/21 07:00:00;;0;7;450,45;1564
Villamanrique de Tajo;2020/04/21 07:00:00;;142,25;;426,74;1739
Cobeña;2020/04/21 07:00:00;36;484,65;63;848,14;0416
Loeches;2020/03/08 07:00:00;;11,38;;11,38;0758
Fresnedillas de la Oliva;2020/04/21 07:00:00;;254,45;7;445,29;0565
Valdilecha;2020/04/21 07:00:00;6;204,57;16;545,52;1659
El Berrueco;2020/04/21 07:00:00;;526,32;7;921,05;0210
Pezuela de las Torres;2020/04/21 07:00:00;;0;;237,53;1111
Villar del Olmo;2020/04/21 07:00:00;;49,73;;198,91;1795
Horcajuelo de la Sierra;2020/04/15 07:00:00;;0;;0;0719
Arroyomolinos;2020/04/15 07:00:00;53;168,81;133;423,62;0151
Moralzarzal;2020/04/15 07:00:00;24;184,25;54;414,56;0908
Canencia;2020/04/15 07:00:00;;223,71;;223,71;0344
Villarejo de Salvanés;2020/04/15 07:00:00;8;109,07;33;449,9;1809
Serranillos del Valle;2020/04/15 07:00:00;9;216,09;26;624,25;1408
Villaviciosa de Odón;2020/04/15 07:00:00;32;114,96;151;542,48;1816
Camarma de Esteruelas;2020/04/15 07:00:00;;40,89;35;477,1;0323
Robledo de Chavela;2020/04/15 07:00:00;8;187,35;13;304,45;1258
Patones;2020/04/15 07:00:00;;554,53;;739,37;1071
Navalagamella;2020/04/15 07:00:00;;38,31;;191,57;0954
Rascafría;2020/04/15 07:00:00;;120,19;;300,48;1202
El Boalo;2020/04/15 07:00:00;12;159,83;25;332,98;0231
Majadahonda;2020/04/15 07:00:00;94;130,87;367;510,96;0800
Batres;2020/04/15 07:00:00;;59,38;8;475,06;0170
Alcobendas;2020/04/15 07:00:00;214;182,84;523;446,86;0066
Alcalá de Henares;2020/04/15 07:00:00;339;173,27;2077;1061,59;0053
Colmenar Viejo;2020/04/15 07:00:00;138;271,91;269;530,03;0455
San Fernando de Henares;2020/04/15 07:00:00;113;286,57;329;834,35;1300
Villalbilla;2020/04/15 07:00:00;10;72,06;83;598,07;1723
El Escorial;2020/04/15 07:00:00;18;111,37;51;315,56;0549
Colmenar del Arroyo;2020/04/15 07:00:00;;0;;173,91;0421
Torrejón de Ardoz;2020/04/15 07:00:00;150;114,18;843;641,67;1489
Piñuécar-Gandullas;2020/04/15 07:00:00;;0;;0;1147
Brea de Tajo;2020/04/15 07:00:00;;190,84;;572,52;0259
El Molar;2020/04/15 07:00:00;14;156,63;26;290,89;0869
Belmonte de Tajo;2020/04/15 07:00:00;;0;;180,29;0199
Torres de la Alameda;2020/04/15 07:00:00;22;282,81;63;809,87;1548
Chinchón;2020/04/21 07:00:00;7;131,31;24;450,2;0528
Cadalso de los Vidrios;2020/04/21 07:00:00;;65,81;7;230,34;0318
Hoyo de Manzanares;2020/04/21 07:00:00;7;83;25;296,42;0724
Torrejón de la Calzada;2020/04/21 07:00:00;13;146,53;32;360,69;1492
Estremera;2020/04/21 07:00:00;;238,1;7;555,56;0552
Corpa;2020/04/21 07:00:00;;0;6;841,51;0480
Meco;2020/04/21 07:00:00;7;48,93;122;852,85;0838
Madarcos;2020/04/21 07:00:00;;0;;0;0783
Zarzalejo;2020/04/21 07:00:00;;241,25;7;422,2;1837
Arganda del Rey;2020/04/21 07:00:00;37;66,8;302;545,23;0148
Collado Mediano;2020/04/21 07:00:00;12;172,46;25;359,3;0468
Daganzo de Arriba;2020/04/21 07:00:00;;39,2;40;391,96;0534
Manzanares El Real;2020/04/21 07:00:00;10;113,12;34;384,62;0822
Buitrago del Lozoya;2020/04/21 07:00:00;;159,24;14;743,1;0278
Valdelaguna;2020/04/21 07:00:00;;0;;106,72;1570
Valdepiélagos;2020/04/21 07:00:00;;0;;0;1631
Casarrubuelos;2020/04/21 07:00:00;;0;9;238,22;0360
Miraflores de la Sierra;2020/04/21 07:00:00;6;98,23;31;507,53;0856
Paracuellos de Jarama;2020/04/21 07:00:00;8;31,66;63;249,32;1049
El Vellón;2020/04/21 07:00:00;;51,07;12;612,87;1684
Lozoya;2020/04/21 07:00:00;;0;;172,12;0761
Collado Villalba;2020/04/21 07:00:00;145;227,7;385;604,59;0474
Colmenarejo;2020/04/21 07:00:00;15;164,29;33;361,45;0442
Villavieja del Lozoya;2020/04/21 07:00:00;;0;;0;1821
Prádena del Rincón;2020/04/21 07:00:00;;0;;0;1179
La Cabrera;2020/04/21 07:00:00;;74,99;11;412,45;0301
Sevilla la Nueva;2020/04/21 07:00:00;46;493,67;74;794,16;1415
La Acebeda;2020/04/21 07:00:00;;0;;0;0014
Redueña;2020/04/21 07:00:00;;0;;384,62;1219
Colmenar de Oreja;2020/04/21 07:00:00;;49,8;23;286,35;0437
Rozas de Puerto Real;2020/04/21 07:00:00;;377,36;;566,04;1283
Valdemanco;2020/04/21 07:00:00;;109,41;;109,41;1586
Ciempozuelos;2020/03/07 07:00:00;;8,13;;8,13;0409
Brunete;2020/04/21 07:00:00;13;121,09;64;596,13;0262
Titulcia;2020/04/21 07:00:00;;76,16;7;533,13;1473
Villa del Prado;2020/04/21 07:00:00;53;812,88;95;1457,06;1718
Lozoyuela-Navas-Sieteiglesias;2020/04/21 07:00:00;;76,98;;230,95;9015
Quijorna;2020/04/21 07:00:00;9;261,7;20;581,56;1198
Valdemoro;2020/04/21 07:00:00;68;89,49;605;796,23;1610
Tres Cantos;2020/04/21 07:00:00;62;129,92;294;616,07;9036
Torrelaguna;2020/04/21 07:00:00;;84,03;15;315,13;1512
Rivas-Vaciamadrid;2020/04/21 07:00:00;64;72,6;496;562,68;1230
El Atazar;2020/04/21 07:00:00;;0;;0;0164
Pedrezuela;2020/04/21 07:00:00;10;169,72;22;373,39;1087
Santa María de la Alameda;2020/04/21 07:00:00;;79,74;;79,74;1356
Horcajuelo de la Sierra;2020/04/21 07:00:00;;0;;0;0719
Arroyomolinos;2020/04/21 07:00:00;37;117,85;142;452,29;0151
Moralzarzal;2020/04/21 07:00:00;14;107,48;62;475,97;0908
Canencia;2020/04/21 07:00:00;;0;;223,71;0344
Villarejo de Salvanés;2020/04/21 07:00:00;;27,27;33;449,9;1809
Serranillos del Valle;2020/04/21 07:00:00;8;192,08;27;648,26;1408
Villaviciosa de Odón;2020/04/21 07:00:00;31;111,37;168;603,56;1816
Camarma de Esteruelas;2020/04/21 07:00:00;;68,16;40;545,26;0323
Robledo de Chavela;2020/04/21 07:00:00;10;234,19;20;468,38;1258
Patones;2020/04/21 07:00:00;;369,69;;924,21;1071
Navalagamella;2020/04/21 07:00:00;;38,31;6;229,89;0954
Rascafría;2020/04/21 07:00:00;;180,29;;300,48;1202
El Boalo;2020/04/21 07:00:00;11;146,51;34;452,85;0231
Majadahonda;2020/04/21 07:00:00;105;146,19;445;619,55;0800
Batres;2020/04/21 07:00:00;;0;8;475,06;0170
Alcobendas;2020/04/21 07:00:00;187;159,77;608;519,48;0066
Alcalá de Henares;2020/04/21 07:00:00;192;98,13;2164;1106,06;0053
Colmenar Viejo;2020/04/21 07:00:00;88;173,39;312;614,75;0455
San Fernando de Henares;2020/04/21 07:00:00;96;243,46;361;915,5;1300
Villalbilla;2020/04/21 07:00:00;10;72,06;87;626,89;1723
Ajalvir;2020/03/07 07:00:00;;0;;0;0029
El Escorial;2020/04/21 07:00:00;35;216,56;76;470,24;0549
Colmenar del Arroyo;2020/04/21 07:00:00;;115,94;;289,86;0421
Torrejón de Ardoz;2020/04/21 07:00:00;105;79,92;897;682,77;1489
Piñuécar-Gandullas;2020/04/21 07:00:00;;0;;0;1147
Brea de Tajo;2020/04/21 07:00:00;;381,68;;954,2;0259
El Molar;2020/04/21 07:00:00;14;156,63;32;358,02;0869
Belmonte de Tajo;2020/04/21 07:00:00;;60,1;;240,38;0199
Torres de la Alameda;2020/04/21 07:00:00;17;218,54;70;899,86;1548
Somosierra;2020/04/21 07:00:00;;0;;1162,79;1436
Alpedrete;2020/04/21 07:00:00;26;178,39;98;672,38;0105
Orusco de Tajuña;2020/04/21 07:00:00;;80,39;17;1366,56;1028
La Hiruela;2020/04/21 07:00:00;;0;;1754,39;0698
Cervera de Buitrago;2020/04/21 07:00:00;;1333,33;;2000;0395
Getafe;2020/04/21 07:00:00;252;137,42;1046;570,42;0650
Ribatejada;2020/04/21 07:00:00;;127,71;;255,43;1224
Villaconejos;2020/04/21 07:00:00;;0;8;236,13;1701
Valdetorres de Jarama;2020/04/21 07:00:00;;88,95;15;333,56;1646
Madrid-Retiro;2020/04/20 07:00:00;247;207,01;1226;1027,51;079603
Madrid-Salamanca;2020/04/20 07:00:00;278;190,28;1328;908,94;079604
Madrid-Centro;2020/04/20 07:00:00;249;184,65;940;697,08;079601
Madrid-Arganzuela;2020/04/20 07:00:00;273;177,5;1323;860,19;079602
Madrid-Chamartín;2020/04/20 07:00:00;294;201,58;1293;886,53;079605
Madrid-Tetuán;2020/04/20 07:00:00;398;251,86;1790;1132,75;079606
Madrid-Chamberí;2020/04/20 07:00:00;320;229,59;1244;892,53;079607
Madrid-Fuencarral-El Pardo;2020/04/20 07:00:00;564;229,33;2479;1007,97;079608
Madrid-Moncloa-Aravaca;2020/04/20 07:00:00;293;245,35;1045;875,07;079609
Madrid-Latina;2020/04/20 07:00:00;541;227,1;2284;958,79;079610
Madrid-Carabanchel;2020/04/20 07:00:00;492;194,39;2209;872,78;079611
Madrid-Usera;2020/04/20 07:00:00;247;176,76;1192;853,01;079612
Madrid-Puente de Vallecas;2020/04/20 07:00:00;489;208,21;2627;1118,55;079613
Redueña;2020/04/20 07:00:00;;0;;384,62;1219
Madrid-San Blas - Canillejas;2020/04/20 07:00:00;260;164,41;1243;786;079620
Madrid-Barajas;2020/04/20 07:00:00;71;145,06;373;762,08;079621
Madrid-Moratalaz;2020/04/20 07:00:00;256;270,7;1159;1225,55;079614
Madrid-Ciudad Lineal;2020/04/20 07:00:00;436;201,59;1868;863,68;079615
Madrid-Hortaleza;2020/04/20 07:00:00;316;167,92;1507;800,8;079616
Madrid-Villaverde;2020/04/20 07:00:00;280;187,99;1216;816,4;079617
Madrid-Villa de Vallecas;2020/04/20 07:00:00;148;134,1;1083;981,29;079618
Madrid-Vicálvaro;2020/04/20 07:00:00;122;169,23;695;964,06;079619
Pozuelo de Alarcón;2020/04/20 07:00:00;138;159,68;568;657,24;1150
Alcorcón;2020/04/20 07:00:00;398;233,41;1457;854,48;0072
Navalcarnero;2020/04/20 07:00:00;31;105,81;135;460,78;0967
San Agustín del Guadalix;2020/04/20 07:00:00;25;186,86;51;381,19;1296
Las Rozas de Madrid;2020/04/20 07:00:00;157;163,86;593;618,91;1277
Moraleja de Enmedio;2020/04/20 07:00:00;6;116,82;20;389,41;0894
Valdaracete;2020/04/20 07:00:00;;164,2;;821,02;1551
Pozuelo del Rey;2020/04/20 07:00:00;;87,18;;174,37;1163
Puebla de la Sierra;2020/04/20 07:00:00;;0;;0;1185
Perales de Tajuña;2020/04/20 07:00:00;;68,14;7;238,5;1104
Valdemorillo;2020/04/20 07:00:00;17;135,8;38;303,56;1603
Navalafuente;2020/04/20 07:00:00;;207,04;6;414,08;0941
Velilla de San Antonio;2020/04/20 07:00:00;17;138,93;61;498,53;1678
Villanueva de la Cañada;2020/04/20 07:00:00;35;163,21;96;447,66;1760
Villanueva del Pardillo;2020/04/20 07:00:00;17;98,95;70;407,45;1776
Nuevo Baztán;2020/04/20 07:00:00;;63,73;25;398,34;1006
Villamantilla;2020/04/20 07:00:00;;0;7;485,77;1757
Villamanta;2020/04/20 07:00:00;;117,42;9;352,25;1744
Cabanillas de la Sierra;2020/04/20 07:00:00;;264,55;9;1190,48;0297
Cenicientos;2020/04/20 07:00:00;6;295,13;19;934,58;0376
Puentes Viejas;2020/04/20 07:00:00;;147,28;;294,55;9020
Aranjuez;2020/04/20 07:00:00;63;105,69;388;650,93;0133
Cercedilla;2020/04/20 07:00:00;36;512,38;86;1224,03;0382
Santorcaz;2020/04/20 07:00:00;;0;7;790,07;1369
Coslada;2020/04/20 07:00:00;158;193,48;722;884,14;0493
Morata de Tajuña;2020/04/20 07:00:00;;65,08;84;1093,32;0915
Robregordo;2020/04/20 07:00:00;;0;;0;1261
Navarredonda y San Mamés;2020/04/20 07:00:00;;775,19;;1550,39;0973
Venturada;2020/04/20 07:00:00;;46,23;;138,7;1697
Navacerrada;2020/04/20 07:00:00;;67,29;12;403,77;0936
Montejo de la Sierra;2020/04/20 07:00:00;;0;;283,29;0881
Fresno de Torote;2020/04/20 07:00:00;;45,02;14;630,35;0571
Pinilla del Valle;2020/04/20 07:00:00;;0;;0;1126
Valdemaqueda;2020/04/20 07:00:00;;384,12;;512,16;1599
Carabaña;2020/04/15 07:00:00;;99,5;11;547,26;0357
Talamanca de Jarama;2020/04/15 07:00:00;12;311,12;21;544,46;1454
Chapinería;2020/04/15 07:00:00;;85,91;6;257,73;0513
Ciempozuelos;2020/04/15 07:00:00;17;69,13;146;593,69;0409
Ajalvir;2020/04/15 07:00:00;;63,67;9;191;0029
San Lorenzo de El Escorial;2020/04/15 07:00:00;30;163,32;77;419,18;1317
Gascones;2020/04/15 07:00:00;;0;;0;0647
San Martín de la Vega;2020/04/15 07:00:00;14;73,03;63;328,64;1322
Móstoles;2020/04/15 07:00:00;564;269,62;1552;741,93;0920
Leganés;2020/04/15 07:00:00;834;439,27;2492;1312,54;0745
Braojos;2020/04/15 07:00:00;;0;;975,61;0246
Cubas de la Sagra;2020/04/15 07:00:00;7;109,15;20;311,87;0506
Algete;2020/04/15 07:00:00;45;218,33;85;412,4;0091
Mejorada del Campo;2020/04/15 07:00:00;52;223,43;156;670,28;0843
Loeches;2020/04/15 07:00:00;15;170,63;49;557,39;0758
Parla;2020/04/15 07:00:00;197;151,39;598;459,56;1065
Fuentidueña de Tajo;2020/04/15 07:00:00;;97,42;16;779,35;0604
Algete;2020/04/20 07:00:00;29;140,7;93;451,22;0091
Mejorada del Campo;2020/04/20 07:00:00;29;124,6;160;687,46;0843
Loeches;2020/04/20 07:00:00;7;79,63;48;546,01;0758
Parla;2020/04/20 07:00:00;88;67,63;635;488;1065
Fuentidueña de Tajo;2020/04/20 07:00:00;;48,71;16;779,35;0604
Ambite;2020/04/20 07:00:00;;168,92;7;1182,43;0112
Torremocha de Jarama;2020/04/20 07:00:00;;0;8;785,08;1533
Anchuelo;2020/04/20 07:00:00;;78,68;7;550,75;0127
Los Molinos;2020/04/20 07:00:00;14;318,98;41;934,15;0875
Soto del Real;2020/04/20 07:00:00;14;159,11;59;670,53;1441
Valverde de Alcalá;2020/04/20 07:00:00;;0;6;1290,32;1662
Fuente el Saz de Jarama;2020/04/20 07:00:00;12;179,21;25;373,36;0590
Horcajo de la Sierra-Aoslos;2020/04/20 07:00:00;;0;;2068,97;0702
Valdeolmos-Alalpardo;2020/04/20 07:00:00;;48,36;10;241,78;1625
Campo Real;2020/04/20 07:00:00;;64,41;22;354,27;0339
Valdeavero;2020/04/20 07:00:00;;0;7;450,45;1564
Villamanrique de Tajo;2020/04/20 07:00:00;;142,25;;426,74;1739
Cobeña;2020/04/20 07:00:00;36;484,65;62;834,68;0416
Fresnedillas de la Oliva;2020/04/20 07:00:00;;190,84;6;381,68;0565
Valdilecha;2020/04/20 07:00:00;7;238,66;16;545,52;1659
El Berrueco;2020/04/20 07:00:00;;657,89;7;921,05;0210
Pezuela de las Torres;2020/04/20 07:00:00;;0;;237,53;1111
Villar del Olmo;2020/04/20 07:00:00;;49,73;;198,91;1795
Guadarrama;2020/04/20 07:00:00;54;336,83;120;748,5;0685
San Martín de Valdeiglesias;2020/04/20 07:00:00;19;224,61;65;768,41;1338
Torrelodones;2020/04/20 07:00:00;47;198,17;136;573,43;1527
Boadilla del Monte;2020/04/20 07:00:00;68;124,61;243;445,3;0225
Torrejón de Velasco;2020/04/20 07:00:00;;22,82;17;387,95;1505
Villanueva de Perales;2020/04/20 07:00:00;;63,98;;319,9;1782
Tielmes;2020/04/20 07:00:00;;150,94;30;1132,08;1467
San Sebastián de los Reyes;2020/04/20 07:00:00;151;169,14;413;462,61;1343
Brunete;2020/04/20 07:00:00;16;149,03;64;596,13;0262
Guadalix de la Sierra;2020/04/20 07:00:00;7;112,65;29;466,69;0679
Humanes de Madrid;2020/04/20 07:00:00;24;121,56;93;471,05;0730
Chinchón;2020/04/20 07:00:00;6;112,55;23;431,44;0528
Cadalso de los Vidrios;2020/04/20 07:00:00;;65,81;7;230,34;0318
Hoyo de Manzanares;2020/04/20 07:00:00;7;83;25;296,42;0724
Torrejón de la Calzada;2020/04/20 07:00:00;13;146,53;31;349,41;1492
Estremera;2020/04/20 07:00:00;;317,46;7;555,56;0552
Corpa;2020/04/20 07:00:00;;0;6;841,51;0480
Meco;2020/04/20 07:00:00;10;69,91;122;852,85;0838
Madarcos;2020/04/20 07:00:00;;0;;0;0783
Zarzalejo;2020/04/20 07:00:00;;120,63;;301,57;1837
Arganda del Rey;2020/04/20 07:00:00;51;92,08;298;538,01;0148
Collado Mediano;2020/04/20 07:00:00;12;172,46;24;344,93;0468
Daganzo de Arriba;2020/04/20 07:00:00;;39,2;39;382,17;0534
Manzanares El Real;2020/04/20 07:00:00;11;124,43;34;384,62;0822
Buitrago del Lozoya;2020/04/20 07:00:00;;212,31;14;743,1;0278
Valdelaguna;2020/04/20 07:00:00;;0;;106,72;1570
Valdepiélagos;2020/04/20 07:00:00;;0;;0;1631
Casarrubuelos;2020/04/20 07:00:00;;0;9;238,22;0360
Miraflores de la Sierra;2020/04/20 07:00:00;6;98,23;31;507,53;0856
Paracuellos de Jarama;2020/04/20 07:00:00;10;39,57;63;249,32;1049
El Vellón;2020/04/20 07:00:00;;51,07;12;612,87;1684
Lozoya;2020/04/20 07:00:00;;0;;172,12;0761
Collado Villalba;2020/04/20 07:00:00;138;216,71;353;554,34;0474
Colmenarejo;2020/04/20 07:00:00;12;131,43;30;328,59;0442
Villavieja del Lozoya;2020/04/20 07:00:00;;0;;0;1821
Prádena del Rincón;2020/04/20 07:00:00;;0;;0;1179
La Cabrera;2020/04/20 07:00:00;;74,99;11;412,45;0301
Sevilla la Nueva;2020/04/20 07:00:00;47;504,4;71;761,97;1415
Robledillo de la Jara;2020/04/20 07:00:00;;1250;;1250;1245
La Serna del Monte;2020/04/20 07:00:00;;0;;0;1381
Colmenar de Oreja;2020/04/20 07:00:00;6;74,7;23;286,35;0437
Rozas de Puerto Real;2020/04/20 07:00:00;;377,36;;377,36;1283
Valdemanco;2020/04/20 07:00:00;;109,41;;109,41;1586
Titulcia;2020/04/20 07:00:00;;76,16;7;533,13;1473
Villa del Prado;2020/04/20 07:00:00;51;782,21;89;1365,03;1718
Lozoyuela-Navas-Sieteiglesias;2020/04/20 07:00:00;;76,98;;230,95;9015
Quijorna;2020/04/20 07:00:00;7;203,55;18;523,41;1198
Valdemoro;2020/04/20 07:00:00;65;85,55;595;783,07;1610
Tres Cantos;2020/04/20 07:00:00;71;148,78;287;601,4;9036
Madrid-Barajas;2020/04/13 07:00:00;115;234,96;333;680,36;079621
Madrid-Moratalaz;2020/04/13 07:00:00;378;399,7;1035;1094,43;079614
Madrid-Ciudad Lineal;2020/04/13 07:00:00;611;282,5;1612;745,32;079615
Madrid-Hortaleza;2020/04/13 07:00:00;440;233,81;1329;706,21;079616
Madrid-Villaverde;2020/04/13 07:00:00;316;212,16;1077;723,08;079617
Madrid-Villa de Vallecas;2020/04/13 07:00:00;258;233,77;995;901,55;079618
Madrid-Vicálvaro;2020/04/13 07:00:00;234;324,59;635;880,83;079619
Pozuelo de Alarcón;2020/04/13 07:00:00;106;122,65;444;513,76;1150
Alcorcón;2020/04/13 07:00:00;633;371,23;1245;730,15;0072
Navalcarnero;2020/04/13 07:00:00;35;119,46;117;399,34;0967
San Agustín del Guadalix;2020/04/13 07:00:00;26;194,33;42;313,92;1296
Las Rozas de Madrid;2020/04/13 07:00:00;217;226,48;482;503,06;1277
Moraleja de Enmedio;2020/04/13 07:00:00;6;116,82;18;350,47;0894
Valdaracete;2020/04/13 07:00:00;;492,61;;821,02;1551
Pozuelo del Rey;2020/04/13 07:00:00;;0;;87,18;1163
Puebla de la Sierra;2020/04/13 07:00:00;;0;;0;1185
Perales de Tajuña;2020/04/13 07:00:00;;102,21;7;238,5;1104
Valdemorillo;2020/04/13 07:00:00;15;119,83;26;207,7;1603
Navalafuente;2020/04/13 07:00:00;;138,03;;207,04;0941
El Escorial;2020/04/20 07:00:00;28;173,25;66;408,37;0549
Colmenar del Arroyo;2020/04/20 07:00:00;;0;;173,91;0421
Torrejón de Ardoz;2020/04/20 07:00:00;115;87,54;886;674,4;1489
Piñuécar-Gandullas;2020/04/20 07:00:00;;0;;0;1147
Brea de Tajo;2020/04/20 07:00:00;;572,52;;954,2;0259
El Molar;2020/04/20 07:00:00;14;156,63;31;346,83;0869
Belmonte de Tajo;2020/04/20 07:00:00;;60,1;;240,38;0199
Torres de la Alameda;2020/04/20 07:00:00;24;308,52;71;912,71;1548
Somosierra;2020/04/20 07:00:00;;0;;1162,79;1436
Alpedrete;2020/04/20 07:00:00;29;198,97;95;651,8;0105
Orusco de Tajuña;2020/04/20 07:00:00;;80,39;17;1366,56;1028
La Hiruela;2020/04/20 07:00:00;;1754,39;;1754,39;0698
Cervera de Buitrago;2020/04/20 07:00:00;;1333,33;;2000;0395
Getafe;2020/04/20 07:00:00;308;167,96;1028;560,6;0650
Ribatejada;2020/04/20 07:00:00;;127,71;;255,43;1224
Villaconejos;2020/04/20 07:00:00;;0;8;236,13;1701
Valdetorres de Jarama;2020/04/20 07:00:00;;88,95;15;333,56;1646
Madrid-Retiro;2020/04/19 07:00:00;254;212,88;1224;1025,84;079603
Madrid-Salamanca;2020/04/19 07:00:00;280;191,64;1317;901,41;079604
Madrid-Centro;2020/04/19 07:00:00;254;188,36;937;694,86;079601
Madrid-Arganzuela;2020/04/19 07:00:00;286;185,95;1326;862,14;079602
Madrid-Chamartín;2020/04/19 07:00:00;300;205,69;1287;882,42;079605
Madrid-Tetuán;2020/04/19 07:00:00;463;293;1788;1131,48;079606
Madrid-Chamberí;2020/04/19 07:00:00;325;233,18;1236;886,79;079607
Madrid-Fuencarral-El Pardo;2020/04/19 07:00:00;611;248,44;2473;1005,53;079608
Madrid-Moncloa-Aravaca;2020/04/19 07:00:00;304;254,57;1042;872,56;079609
Madrid-Latina;2020/04/19 07:00:00;561;235,5;2279;956,69;079610
Madrid-Carabanchel;2020/04/19 07:00:00;503;198,74;2191;865,67;079611
Madrid-Usera;2020/04/19 07:00:00;273;195,36;1188;850,14;079612
Madrid-Puente de Vallecas;2020/04/19 07:00:00;499;212,47;2622;1116,42;079613
Cercedilla;2020/04/19 07:00:00;37;526,62;86;1224,03;0382
Madrid-San Blas - Canillejas;2020/04/19 07:00:00;279;176,42;1242;785,37;079620
Madrid-Barajas;2020/04/19 07:00:00;77;157,32;373;762,08;079621
Madrid-Moratalaz;2020/04/19 07:00:00;269;284,45;1158;1224,49;079614
Madrid-Ciudad Lineal;2020/04/19 07:00:00;459;212,22;1863;861,37;079615
Venturada;2020/04/19 07:00:00;;46,23;;138,7;1697
Madrid-Hortaleza;2020/04/19 07:00:00;342;181,73;1506;800,27;079616
